date,prediction,confidence,normalized_atr,atr_threshold,high_vol_regime,raw_direction,signal,cooldown_blocked,entry_price,stop_loss,target,ema_9,ema_21,ema_50,ema_200,macd,macd_signal,macd_diff,rsi_14,atr_14,bb_percent_b_20,adx_14,ret_mean_5,ret_std_5,ret_skew_5,ret_mean_10,ret_std_10,ret_skew_10,ret_mean_20,ret_std_20,ret_skew_20,comex_mcx_spread,comex_mcx_spread_z_10,comex_mcx_spread_z_20,gold_silver_ratio,day_of_week,days_to_expiry
2024-03-26 00:00:00+05:30,0.0002907519622390066,0.025594304097171665,0.011811429297232126,,False,BUY,BUY,False,74812.53805400098,73487.073548344,77021.64556342928,74189.40088000303,72745.21425274212,71372.47738364029,71050.07075348587,1387.2895285409177,1084.1048068055663,303.18472173535133,64.74667820096712,883.6430037713204,0.7761203472375087,26.552879819540784,0.00011059821556778891,0.011177192361940248,-0.23172012357378138,0.003939418401178654,0.010353602497959127,-0.23316884286906858,0.0034768169540974592,0.01136002608764567,-0.26519255837072353,7230.480062607792,1.700532351573156,1.608518078156165,92.40602040196212,1,3
2024-03-27 00:00:00+05:30,0.0002534383700364944,0.024703559146610803,0.011173058511336844,,False,HOLD,HOLD,False,75886.62587192534,,,74314.02831480262,72933.15278012928,71507.38172365443,71087.50823906313,1368.9637607439072,1141.0765975932345,227.88716315067268,63.646182465663074,847.8857110949501,0.7372661550460625,26.851542981304675,-0.0005066543145254603,0.01120109018198067,0.04228348032731927,0.003183735961797245,0.010504230344262266,0.02034816092977072,0.004282749530091785,0.010259184457283547,-0.07968226687086112,7436.057294187762,1.4590571713372174,1.500164882546007,91.96208650949765,2,2
2024-03-28 00:00:00+05:30,0.00038178663876971985,0.03667446388685385,0.01134392982247258,,False,BUY,BUY,False,76588.79940452761,75285.57245607903,78760.8443186086,74628.54782622716,73201.65033392892,71679.11678829251,71135.26065332047,1424.6874579368596,1197.7987696619596,226.8886882749,67.70691456416213,868.817965632391,0.8043232466953292,27.655041190430996,0.003978143428710135,0.011837275243942283,-1.0507715985221178,0.0024965134726597947,0.009362641233652751,-0.44348304799257426,0.0044672018503325375,0.010410149142127562,-0.09678643841363914,7835.940513787427,1.375473765427476,1.4511978671598083,90.80111082380077,3,1
2024-03-29 00:00:00+05:30,0.0004710956981957075,0.04585067985546886,0.010974182093892594,,False,BUY,BUY,False,78296.1674298103,77007.31283186734,80444.2584263819,75020.59814188725,73509.57297671061,71871.6533614782,71189.52472049666,1508.1237138034776,1259.863758490263,248.2599553132145,70.06129517009944,859.2363986286408,0.8333638246371036,28.701113385851993,0.003405222606847544,0.011408994319299672,-1.031001722069974,0.0028707557957737477,0.009567174388800616,-0.5185786222000504,0.005114835677626535,0.010274562987521708,-0.2754868584747629,9228.089419638185,1.6663093630370394,1.6687826434310418,91.46881855290368,4,0
2024-04-01 00:00:00+05:30,0.0006640105148653858,0.06122194166569418,0.011846531391490287,,False,BUY,BUY,False,79001.58124181985,77597.73917358197,81341.31802221632,75675.71199947187,73944.7179269924,72123.59508964808,71260.2375832759,1692.5077030229004,1346.3925473967906,346.11515562610975,74.8607027692742,935.894712158589,0.9347450703708904,30.38172864666156,0.010602707365511787,0.008779869192358482,-0.3075618891983216,0.0040619573851138156,0.01117818537589741,-0.06326237539096367,0.006244018243472411,0.010845956478990035,-0.35175069906221024,10080.11480412817,1.5803834690647962,1.7007342154298257,89.67580742946295,0,29
2024-04-02 00:00:00+05:30,0.0007113870612708262,0.07169397769767924,0.011984531453101004,,False,BUY,BUY,False,77540.73367384289,76146.79963142684,79863.95707786964,76340.88584794146,74404.43277379489,72393.32003679207,71337.26587838579,1873.95258324944,1451.9045545673207,422.04802868211937,76.53443917603026,929.2893616106983,0.9518571210705783,32.13639778520157,0.010478930733763468,0.008802083223006083,-0.23694729927630537,0.005294764474665629,0.010946237256406375,-0.4359052850363852,0.007314218452130719,0.009922549761022033,-0.4290451565978943,9866.978741820887,1.2018119447998417,1.4757994017215545,88.44999190328163,1,28
2024-04-03 00:00:00+05:30,0.0004666465613218789,0.041427757849687864,0.012592557062677033,,False,BUY,BUY,False,77493.95400929224,76030.18345248052,79933.57160397845,76580.85541312175,74689.55103743562,72595.17939510779,71398.99192610178,1878.219819220787,1537.1676074980141,341.0522117227729,66.63953655464437,975.8470378744821,0.8063710605016512,32.29651961775959,0.007163580419469262,0.015381532779526797,-1.5526864024149045,0.003328463052471903,0.013313757044820369,-0.48872519596248976,0.006571672234314619,0.011264103720385022,-0.7342327234440749,8177.389828020372,0.2820136872307075,0.9006752936399315,88.96042015058171,2,27
2024-04-04 00:00:00+05:30,0.0004960186894825312,0.044472342811770385,0.012012175769832044,,False,BUY,BUY,False,76426.98483597342,75049.90327286141,78722.12077449342,76763.47513235584,74944.49676214987,72787.28820350718,71459.63831498925,1856.4271696704236,1601.0195199324962,255.4076497379274,66.34374112264848,918.0543754080009,0.7872706731795741,32.41019628841624,0.004191891775712435,0.015101745439044549,-0.7406591537992336,0.004085017602211286,0.012792573465864333,-0.6761883008105577,0.00575147094331206,0.01115341936407387,-0.5594171930389806,8867.642265722636,0.5416236069878658,1.0450846145529327,89.71685372906758,3,26
2024-04-05 00:00:00+05:30,0.0003193757743768296,0.026672695496208154,0.012400219891562743,,False,BUY,BUY,False,75968.33076344113,74555.29475404866,78323.39077909524,76696.17707307937,75079.26840522474,72930.02140478036,71509.06464853139,1733.0829413001775,1627.4322042060326,105.65073709414492,59.82150818993641,942.0240062616406,0.655688689849399,31.542926168365742,-0.00042300114246932345,0.016632781034976403,0.3329289008138705,0.0014911107321891113,0.013596962356955644,-0.18578643641322767,0.004698675903156562,0.011973884470065378,-0.4154459298031496,6946.191654746901,-0.9639617899666333,0.2954614143270396,87.51930290019453,4,25
2024-04-08 00:00:00+05:30,0.00030349015447851414,0.026263114649850813,0.011929172485322322,,False,BUY,BUY,False,77374.03376095154,75989.52146902222,79681.5542475004,76550.60781115173,75160.09225597167,73049.17079139451,71553.43545564493,1580.1077031294553,1617.9673039907173,-37.859600861261924,57.21749457960885,923.0081946195436,0.5752562670320698,30.352130156199397,-0.006036420316141234,0.010902135970179258,0.33627547621340637,0.0022831435246852775,0.012805910579818173,-0.23967227823961207,0.0033483220885921865,0.011555756372568633,-0.2812648924924065,7059.172084622682,-1.0384149017232258,0.2561843034935903,88.45614246296238,0,22
2024-04-09 00:00:00+05:30,0.0005695809185770133,0.04831680313975125,0.012446075192771166,,False,BUY,BUY,False,77983.84437531065,76527.95518893593,80410.32635260186,76715.2930011117,75361.3596655153,73218.7732607889,71611.35185669275,1554.3842348127218,1605.2506901551183,-50.86645534239642,62.592052763996065,970.5927909164811,0.7621245586302107,29.967995160887572,-0.0041633249602610915,0.0143758984777461,1.046793094013244,0.0031578028867511885,0.0136323212091776,-0.23428332945343747,0.0035486106439649215,0.011788464500218705,-0.24868698988734644,7905.892326428002,-0.387794700183667,0.5807277173747003,87.2470842728159,1,21
2024-04-10 00:00:00+05:30,0.0005398605154143398,0.04567013823931761,0.012406165958691939,,False,BUY,BUY,False,77347.98191451702,75908.59406421492,79746.96166502053,76969.00327595149,75599.76736640578,73405.63879469172,71674.75974245014,1565.1626008403546,1597.2330722921656,-32.070471451811045,64.665809423956,959.5919002014008,0.8392715222518128,29.9115919197758,0.0011396575538784016,0.012450952833055026,0.3532701271955054,0.004151618986673833,0.013569533788441697,-0.4989744248838506,0.0036676774742355396,0.011820864491046615,-0.2776565234593587,8236.42921288553,-0.17092004428804727,0.6693426693833061,86.49408830760912,2,20
2024-04-11 00:00:00+05:30,0.0004921207669417056,0.043358365493260706,0.012300683834974726,,False,BUY,BUY,False,76428.06160574571,75017.88547284734,78778.35516057634,77044.7990036646,75758.69596168862,73560.24048566527,71731.20971431151,1505.0465078261623,1578.795759398965,-73.74925157280268,60.8762008976138,940.1174219322487,0.7090702610410005,29.40529206132573,-0.00037708683283216375,0.01315821055016104,0.7314309445896465,0.0019074024714401366,0.013568729550639742,-0.034322531445545715,0.002201957972049966,0.011350076538706172,-0.16018257946838038,6369.727607904351,-1.5226212404420034,-0.3530867175528966,85.09784895697804,3,19
2024-04-12 00:00:00+05:30,0.0003763310758990609,0.032032439796182775,0.012490895418709487,,False,BUY,BUY,False,76473.42551744757,75040.59317677421,78861.47941856984,76921.45152408083,75819.54738387562,73672.70405900177,71777.94455900241,1367.4115213423938,1536.518911787651,-169.10739044525712,55.78297426893116,955.2215604489071,0.5310298993389724,28.08423670585827,2.8177539371478793e-06,0.012690575794003012,0.8485236942755091,-0.00021009169426608674,0.013949328060657296,0.38599461069572033,0.0013303320507538307,0.011748436219457356,-0.0004412047792204584,4927.568859207837,-1.8438982508470525,-1.1190284267430715,85.15240952422413,4,18
2024-04-15 00:00:00+05:30,0.00036132535856657364,0.031244800066429185,0.012212377858019933,,False,BUY,BUY,False,75380.1951257941,73999.3379869629,77681.62369051277,76831.84632275418,75878.99085056396,73782.53627305847,71824.66576256903,1247.6135787761305,1478.737845185347,-231.1242664092165,55.97856785077301,920.5714258874699,0.5279464894566575,27.04859276301662,0.0013253497328124457,0.01224275736092077,0.45196595886501384,-0.0023555352916643933,0.011597202017329713,0.3924017582400201,0.0008532110467247119,0.01156433575501729,0.11131439858694965,4857.206286520435,-1.5185254012199667,-1.1138816056179053,84.32412284828206,0,15
2024-04-16 00:00:00+05:30,0.00024709660251218585,0.020539912549234443,0.012551244759335155,,False,HOLD,HOLD,False,74790.50415403149,,,76541.51608336216,75833.64578467578,73845.18956140104,71860.04416419317,1052.3277112914511,1393.455818406568,-341.1281071151168,50.21389260323797,938.7139233113219,0.31770442457626347,25.327276160117545,-0.005221333357425829,0.009262478113788856,0.6944883289455954,-0.0046923291588434595,0.011414602177448474,0.8923960207634916,0.000301217657911085,0.012030070815534973,0.13527935847404432,2709.584574275388,-2.0234585117641872,-2.046635509138402,82.93251388272229,1,14
2024-04-17 00:00:00+05:30,0.00012155148617221523,0.009991777968002316,0.012461093803197045,,False,HOLD,HOLD,False,75086.06748642765,,,76191.31369749604,75738.81472734449,73882.26072189635,71889.20297006221,840.29274943161,1282.8232046115763,-442.53045517996634,47.37961702552408,935.6545302615588,0.21088627369916163,23.844779267393015,-0.008362150946783449,0.0056988637268676565,1.0167977670056993,-0.0036112466964525226,0.010412193753648248,1.1165527468619794,-0.0001413918219903098,0.012165150843170443,0.2345303566028702,2621.4983575745428,-1.5562496893815048,-2.0026823878391484,82.4672050937911,2,13
2024-04-18 00:00:00+05:30,0.00018836569871871913,0.01563798505093291,0.011863078693039658,,False,HOLD,HOLD,False,76149.51721780562,,,75970.26445528236,75679.47406907933,73929.46883030934,71921.01256723997,688.1702075453068,1163.8926051983224,-475.7223976530156,48.93539952762133,903.3677151918065,0.25179646119866855,22.355245277883707,-0.005935892859550494,0.007935484051446258,0.3422885123597003,-0.003156489846191328,0.010654641446384937,0.9282874364127102,0.00046426387800997914,0.012045394474109811,0.09343493259541488,2093.738876681833,-1.4377834181750997,-2.0130701352249125,81.86897236961919,3,12
2024-04-19 00:00:00+05:30,0.00032543410349924535,0.026775870801897642,0.012243672360995274,,False,BUY,BUY,False,76723.17628407005,75314.1161346945,79071.60986636265,76006.11500778701,75722.20526441808,74016.52955138763,71963.08724037994,645.977081134115,1060.309500385481,-414.332419251366,54.18421283140214,939.3734329170367,0.44824985535531386,21.361830174529338,-0.0007302375605415474,0.010954827534439436,0.13538195030861913,-0.0003637099033021986,0.011183217914982191,0.47366468318072247,0.0005637004144434566,0.012154006340521384,0.09462146562583919,2682.923382247347,-0.9627069768475542,-1.5635909058099047,81.28199696405032,4,11
2024-04-22 00:00:00+05:30,0.0003768532795799422,0.032082814895020864,0.0128323709430519,,False,BUY,BUY,False,74657.30374516617,73220.25842226706,77052.37928333133,76149.52726304362,75813.20262984099,74122.67256051244,72010.45131046641,651.3202029796666,978.5116409043181,-327.1914379246515,56.7658190707933,958.0302152660701,0.53994048412525,20.946239969860475,0.0006521058168259538,0.011581745459813688,-0.33657591150915805,0.0009887277748192008,0.011240901931998233,0.078144331694491,0.0016359356497522392,0.01174626605592605,-0.07819780641718627,3101.1838268027495,-0.6334072412561224,-1.2720189907276263,81.73235721891663,0,8
2024-04-23 00:00:00+05:30,0.00011315003412596662,0.008550394504850352,0.013990123600533646,,False,HOLD,HOLD,False,74945.46927042321,,,75851.08255946814,75708.12091305238,74143.6384893224,72036.78815061267,483.28500812582206,879.466314348619,-396.18130622279693,46.58552760412974,1048.496378393217,0.10980409901448861,19.742264743952234,-0.0019272434686898002,0.016262085270178212,-1.1048030325930558,-0.003574288413057814,0.0125968392996001,-0.45494159562349384,-0.00020824276315331274,0.013233311522852004,-0.2107750327988029,1873.2320933601004,-0.991342575858284,-1.5343804630847877,83.73644348459217,1,7
2024-04-24 00:00:00+05:30,0.00016976223305655746,0.012806879883106597,0.013665462146398024,,False,HOLD,HOLD,False,75025.28981483758,,,75669.95990165915,75638.78894554063,74175.08283367929,72065.73025130731,369.1135439944337,777.395760277782,-408.28221628334825,47.98676070715073,1025.2552579872042,0.16619013180461825,18.393117182266362,0.00041396911690249363,0.01603665674193662,-1.847956493978311,-0.003974090914940476,0.012252692844046878,-0.4536170059343386,8.876403586667845e-05,0.013255549720622336,-0.28256873762407053,2101.0165719077195,-0.8139686494108177,-1.2994627803100172,83.92259116691106,2,6
2024-04-25 00:00:00+05:30,0.0002019085971216415,0.015730978120706205,0.012852065715843375,,False,HOLD,HOLD,False,75413.9239419012,,,75541.02588429484,75583.0162972949,74208.4242839208,72095.17860517329,281.82399536621233,678.2814072954681,-396.4574119292557,48.39062678483509,969.2247063909283,0.20158898723767774,17.140337303558052,-0.00016195356834779848,0.015929535312309517,-1.7091245638476111,-0.0030489232139491456,0.012248509872786499,-0.7226091146017241,-0.0005707603712545043,0.012835094904612154,-0.2184179807845363,3149.5118018531793,0.12801508553669405,-0.8513854629100241,84.39585282593335,3,5
2024-04-26 00:00:00+05:30,0.00023472862100856387,0.018476620655228978,0.01220977460910531,,False,HOLD,HOLD,False,76906.19723508354,,,75515.60549581611,75567.64426498637,74255.6987803122,72128.20094683228,241.22523098887177,590.8701720341488,-349.64494104527705,50.409606527301094,939.0073342837679,0.2966985683695648,16.271171801766727,-0.0019413627614601214,0.01436309007674655,-2.0916670845475203,-0.001335800161000833,0.012059544270359955,-1.1937670686410544,-0.0007729459276334597,0.012704088338910312,-0.1934931382720673,2652.619599959231,-0.15653426902484122,-0.9262262395047149,83.9022915163212,4,4
2024-04-29 00:00:00+05:30,0.0003917280429331241,0.03138331014625237,0.013204096468282134,,False,BUY,BUY,False,75040.46429255413,73554.20199823877,77517.56811641304,75793.7238436696,75689.33089863157,74359.63989618559,72175.74319845668,325.70982096433,537.8381018201851,-212.1282808558551,57.31475841525229,990.8415295435656,0.6171865456231667,16.347900691258328,0.0004765261574766498,0.01710644562751909,-1.1894912776308137,0.0005643159871513027,0.013772542370619863,-0.8353556912576164,-0.0008956096522565448,0.012482049889179782,-0.27455751136464385,1607.7510237778624,-1.6506286405123494,-1.1911555580652111,80.74308536038994,0,1
2024-04-30 00:00:00+05:30,0.00018368354386930096,0.013798988236695143,0.014544174878863041,,False,HOLD,HOLD,False,74524.97073417297,,,75643.07193344651,75630.3430253518,74386.33889212161,72204.24788596014,239.3562613306276,478.1417337222736,-238.785472391646,48.26575797973005,1083.9042071999618,0.23070083659491353,15.234478012809914,0.0010238265784551933,0.01600403403910827,-1.0414052251841508,-0.0004517084451173027,0.015290193398587315,-0.8468382298744669,-0.002572018801980381,0.013311377669040841,-0.15656508112914636,-95.04736789004528,-2.4012172845169673,-1.6565217463531423,80.73227645730596,1,0
